USD|ARS|2011-05-31|1
USD|AUD|2011-05-31|1.5491
USD|BRL|2011-05-31|1.9379
USD|CAD|2011-05-31|1.4641
USD|CNY|2011-05-31|8.2781
USD|DEM|2011-05-31|1.8967
USD|EUR|2011-05-31|0.9697
USD|FRF|2011-05-31|6.3611
USD|GBP|2011-05-31|0.6183
USD|JPY|2011-05-31|104.91
USD|MXN|2011-05-31|9.374
USD|SAR|2011-05-31|3.7507
USD|VEB|2011-05-31|634.5099
USD|ARS|2011-06-01|1
USD|AUD|2011-06-01|1.5559
USD|BRL|2011-06-01|1.9339
USD|CAD|2011-06-01|1.4661
USD|CNY|2011-06-01|8.2781
USD|DEM|2011-06-01|1.8924
USD|EUR|2011-06-01|0.9676
USD|FRF|2011-06-01|6.3468
USD|GBP|2011-06-01|0.6166
USD|JPY|2011-06-01|105.7
USD|MXN|2011-06-01|9.3949
USD|SAR|2011-06-01|3.7507
USD|VEB|2011-06-01|634.25
USD|ARS|2011-06-02|1
USD|AUD|2011-06-02|1.5592
USD|BRL|2011-06-02|1.9359
USD|CAD|2011-06-02|1.4672
USD|CNY|2011-06-02|8.2781
USD|DEM|2011-06-02|1.8796
USD|EUR|2011-06-02|0.961
USD|FRF|2011-06-02|6.3041
USD|GBP|2011-06-02|0.6156
USD|JPY|2011-06-02|105.53
USD|MXN|2011-06-02|9.355
USD|SAR|2011-06-02|3.7505
USD|VEB|2011-06-02|634.75
USD|ARS|2011-06-03|1
USD|AUD|2011-06-03|1.5645
USD|BRL|2011-06-03|1.9295
USD|CAD|2011-06-03|1.4672
USD|CNY|2011-06-03|8.2783
USD|DEM|2011-06-03|1.8811
USD|EUR|2011-06-03|0.9617
USD|FRF|2011-06-03|6.309
USD|GBP|2011-06-03|0.6163
USD|JPY|2011-06-03|105.77
USD|MXN|2011-06-03|9.346
USD|SAR|2011-06-03|3.7492
USD|VEB|2011-06-03|635.75
USD|ARS|2011-06-04|1
USD|AUD|2011-06-04|1.5667
USD|BRL|2011-06-04|1.9319
USD|CAD|2011-06-04|1.464
USD|CNY|2011-06-04|8.2784
USD|DEM|2011-06-04|1.8978
USD|EUR|2011-06-04|0.9704
USD|FRF|2011-06-04|6.3654
USD|GBP|2011-06-04|0.6185
USD|JPY|2011-06-04|106.11
USD|MXN|2011-06-04|9.335
USD|SAR|2011-06-04|3.7507
USD|VEB|2011-06-04|636.25
USD|ARS|2011-06-05|1
USD|AUD|2011-06-05|1.5642
USD|BRL|2011-06-05|1.933
USD|CAD|2011-06-05|1.4641
USD|CNY|2011-06-05|8.2784
USD|DEM|2011-06-05|1.9007
USD|EUR|2011-06-05|0.9718
USD|FRF|2011-06-05|6.3746
USD|GBP|2011-06-05|0.6179
USD|JPY|2011-06-05|106.42
USD|MXN|2011-06-05|9.335
USD|SAR|2011-06-05|3.7507
USD|VEB|2011-06-05|636.25
USD|ARS|2011-06-06|1
USD|AUD|2011-06-06|1.5645
USD|BRL|2011-06-06|1.933
USD|CAD|2011-06-06|1.4621
USD|CNY|2011-06-06|8.2784
USD|DEM|2011-06-06|1.8987
USD|EUR|2011-06-06|0.9708
USD|FRF|2011-06-06|6.3678
USD|GBP|2011-06-06|0.6177
USD|JPY|2011-06-06|106.38
USD|MXN|2011-06-06|9.335
USD|SAR|2011-06-06|3.7509
USD|VEB|2011-06-06|636.25
USD|ARS|2011-06-07|1
USD|AUD|2011-06-07|1.5679
USD|BRL|2011-06-07|1.933
USD|CAD|2011-06-07|1.4623
USD|CNY|2011-06-07|8.2784
USD|DEM|2011-06-07|1.8965
USD|EUR|2011-06-07|0.9697
USD|FRF|2011-06-07|6.3605
USD|GBP|2011-06-07|0.6171
USD|JPY|2011-06-07|105.74
USD|MXN|2011-06-07|9.325
USD|SAR|2011-06-07|3.7507
USD|VEB|2011-06-07|636.3999
USD|ARS|2011-06-08|1
USD|AUD|2011-06-08|1.5726
USD|BRL|2011-06-08|1.933
USD|CAD|2011-06-08|1.4658
USD|CNY|2011-06-08|8.2783
USD|DEM|2011-06-08|1.8967
USD|EUR|2011-06-08|0.9697
USD|FRF|2011-06-08|6.3611
USD|GBP|2011-06-08|0.6159
USD|JPY|2011-06-08|104.47
USD|MXN|2011-06-08|9.3399
USD|SAR|2011-06-08|3.7507
USD|VEB|2011-06-08|636.75
USD|ARS|2011-06-09|1
USD|AUD|2011-06-09|1.581
USD|BRL|2011-06-09|1.929
USD|CAD|2011-06-09|1.4678
USD|CNY|2011-06-09|8.2783
USD|DEM|2011-06-09|1.9117
USD|EUR|2011-06-09|0.9774
USD|FRF|2011-06-09|6.4115
USD|GBP|2011-06-09|0.6191
USD|JPY|2011-06-09|104.56
USD|MXN|2011-06-09|9.307
USD|SAR|2011-06-09|3.7507
USD|VEB|2011-06-09|637.25
USD|ARS|2011-06-10|1
USD|AUD|2011-06-10|1.5768
USD|BRL|2011-06-10|1.9299
USD|CAD|2011-06-10|1.4679
USD|CNY|2011-06-10|8.237
USD|DEM|2011-06-10|1.9192
USD|EUR|2011-06-10|0.9812
USD|FRF|2011-06-10|6.4366
USD|GBP|2011-06-10|0.6202
USD|JPY|2011-06-10|104.41
USD|MXN|2011-06-10|9.31
USD|SAR|2011-06-10|3.7507
USD|VEB|2011-06-10|637.5
USD|ARS|2011-06-11|1
USD|AUD|2011-06-11|1.5701
USD|BRL|2011-06-11|1.9265
USD|CAD|2011-06-11|1.4672
USD|CNY|2011-06-11|8.237
USD|DEM|2011-06-11|1.9292
USD|EUR|2011-06-11|0.9864
USD|FRF|2011-06-11|6.4702
USD|GBP|2011-06-11|0.6208
USD|JPY|2011-06-11|103.99
USD|MXN|2011-06-11|9.3599
USD|SAR|2011-06-11|3.7505
USD|VEB|2011-06-11|637.75
USD|ARS|2011-06-12|1
USD|AUD|2011-06-12|1.5686
USD|BRL|2011-06-12|1.9239
USD|CAD|2011-06-12|1.4678
USD|CNY|2011-06-12|8.237
USD|DEM|2011-06-12|1.9231
USD|EUR|2011-06-12|0.9832
USD|FRF|2011-06-12|6.4499
USD|GBP|2011-06-12|0.6231
USD|JPY|2011-06-12|101.85
USD|MXN|2011-06-12|9.3599
USD|SAR|2011-06-12|3.7507
USD|VEB|2011-06-12|638.5
USD|ARS|2011-06-13|1
USD|AUD|2011-06-13|1.5769
USD|BRL|2011-06-13|1.9239
USD|CAD|2011-06-13|1.4683
USD|CNY|2011-06-13|8.237
USD|DEM|2011-06-13|1.9265
USD|EUR|2011-06-13|0.9849
USD|FRF|2011-06-13|6.4614
USD|GBP|2011-06-13|0.6229
USD|JPY|2011-06-13|102.55
USD|MXN|2011-06-13|9.3599
USD|SAR|2011-06-13|3.7507
USD|VEB|2011-06-13|638.5
USD|ARS|2011-06-14|1
USD|AUD|2011-06-14|1.5708
USD|BRL|2011-06-14|1.9239
USD|CAD|2011-06-14|1.4724
USD|CNY|2011-06-14|8.237
USD|DEM|2011-06-14|1.9345
USD|EUR|2011-06-14|0.989
USD|FRF|2011-06-14|6.4882
USD|GBP|2011-06-14|0.6238
USD|JPY|2011-06-14|102.33
USD|MXN|2011-06-14|9.3499
USD|SAR|2011-06-14|3.7505
USD|VEB|2011-06-14|638.5
USD|ARS|2011-06-15|1
USD|AUD|2011-06-15|1.5741
USD|BRL|2011-06-15|1.9239
USD|CAD|2011-06-15|1.4742
USD|CNY|2011-06-15|8.237
USD|DEM|2011-06-15|1.9393
USD|EUR|2011-06-15|0.9916
USD|FRF|2011-06-15|6.5042
USD|GBP|2011-06-15|0.6256
USD|JPY|2011-06-15|102.09
USD|MXN|2011-06-15|9.3499
USD|SAR|2011-06-15|3.7505
USD|VEB|2011-06-15|638.5
USD|ARS|2011-06-16|1
USD|AUD|2011-06-16|1.5706
USD|BRL|2011-06-16|1.9239
USD|CAD|2011-06-16|1.4744
USD|CNY|2011-06-16|8.237
USD|DEM|2011-06-16|1.9378
USD|EUR|2011-06-16|0.9908
USD|FRF|2011-06-16|6.4991
USD|GBP|2011-06-16|0.6252
USD|JPY|2011-06-16|102.34
USD|MXN|2011-06-16|9.3499
USD|SAR|2011-06-16|3.7505
USD|VEB|2011-06-16|638.5
USD|ARS|2011-06-17|1
USD|AUD|2011-06-17|1.5792
USD|BRL|2011-06-17|1.9239
USD|CAD|2011-06-17|1.48
USD|CNY|2011-06-17|8.237
USD|DEM|2011-06-17|1.9443
USD|EUR|2011-06-17|0.994
USD|FRF|2011-06-17|6.521
USD|GBP|2011-06-17|0.6254
USD|JPY|2011-06-17|102.57
USD|MXN|2011-06-17|9.3499
USD|SAR|2011-06-17|3.7505
USD|VEB|2011-06-17|638.5
USD|ARS|2011-06-18|1
USD|AUD|2011-06-18|1.5823
USD|BRL|2011-06-18|1.9239
USD|CAD|2011-06-18|1.4802
USD|CNY|2011-06-18|8.237
USD|DEM|2011-06-18|1.9531
USD|EUR|2011-06-18|0.9986
USD|FRF|2011-06-18|6.5503
USD|GBP|2011-06-18|0.6248
USD|JPY|2011-06-18|102.47
USD|MXN|2011-06-18|9.3499
USD|SAR|2011-06-18|3.7505
USD|VEB|2011-06-18|638.5
USD|ARS|2011-06-19|1
USD|AUD|2011-06-19|1.5825
USD|BRL|2011-06-19|1.9239
USD|CAD|2011-06-19|1.4823
USD|CNY|2011-06-19|8.237
USD|DEM|2011-06-19|1.9519
USD|EUR|2011-06-19|0.998
USD|FRF|2011-06-19|6.5465
USD|GBP|2011-06-19|0.6248
USD|JPY|2011-06-19|102.85
USD|MXN|2011-06-19|9.3499
USD|SAR|2011-06-19|3.7505
USD|VEB|2011-06-19|638.5
USD|ARS|2011-06-20|1
USD|AUD|2011-06-20|1.5808
USD|BRL|2011-06-20|1.9239
USD|CAD|2011-06-20|1.4795
USD|CNY|2011-06-20|8.237
USD|DEM|2011-06-20|1.951
USD|EUR|2011-06-20|0.9975
USD|FRF|2011-06-20|6.5431
USD|GBP|2011-06-20|0.6245
USD|JPY|2011-06-20|102.705
USD|MXN|2011-06-20|9.3499
USD|SAR|2011-06-20|3.7505
USD|VEB|2011-06-20|638.5
USD|ARS|2011-06-21|1
USD|AUD|2011-06-21|1.58
USD|BRL|2011-06-21|1.9239
USD|CAD|2011-06-21|1.4799
USD|CNY|2011-06-21|8.237
USD|DEM|2011-06-21|1.9271
USD|EUR|2011-06-21|0.9852
USD|FRF|2011-06-21|6.4633
USD|GBP|2011-06-21|0.6211
USD|JPY|2011-06-21|102.43
USD|MXN|2011-06-21|9.3499
USD|SAR|2011-06-21|3.7505
USD|VEB|2011-06-21|638.5
USD|ARS|2011-06-22|1
USD|AUD|2011-06-22|1.5736
USD|BRL|2011-06-22|1.9239
USD|CAD|2011-06-22|1.475
USD|CNY|2011-06-22|8.237
USD|DEM|2011-06-22|1.9128
USD|EUR|2011-06-22|0.9779
USD|FRF|2011-06-22|6.4151
USD|GBP|2011-06-22|0.6159
USD|JPY|2011-06-22|102.8
USD|MXN|2011-06-22|9.4649
USD|SAR|2011-06-22|3.7505
USD|VEB|2011-06-22|638.5
USD|ARS|2011-06-23|1
USD|AUD|2011-06-23|1.5686
USD|BRL|2011-06-23|1.866
USD|CAD|2011-06-23|1.4785
USD|CNY|2011-06-23|8.237
USD|DEM|2011-06-23|1.9085
USD|EUR|2011-06-23|0.9758
USD|FRF|2011-06-23|6.4008
USD|GBP|2011-06-23|0.6149
USD|JPY|2011-06-23|102.815
USD|MXN|2011-06-23|9.4619
USD|SAR|2011-06-23|3.7507
USD|VEB|2011-06-23|642.0099
USD|ARS|2011-06-24|1
USD|AUD|2011-06-24|1.5649
USD|BRL|2011-06-24|1.868
USD|CAD|2011-06-24|1.4757
USD|CNY|2011-06-24|8.237
USD|DEM|2011-06-24|1.915
USD|EUR|2011-06-24|0.979
USD|FRF|2011-06-24|6.4227
USD|GBP|2011-06-24|0.6156
USD|JPY|2011-06-24|102.96
USD|MXN|2011-06-24|9.435
USD|SAR|2011-06-24|3.7507
USD|VEB|2011-06-24|642.5
USD|ARS|2011-06-25|0.9996
USD|AUD|2011-06-25|1.5752
USD|BRL|2011-06-25|1.866
USD|CAD|2011-06-25|1.4779
USD|CNY|2011-06-25|8.237
USD|DEM|2011-06-25|1.9271
USD|EUR|2011-06-25|0.9852
USD|FRF|2011-06-25|6.4633
USD|GBP|2011-06-25|0.6161
USD|JPY|2011-06-25|102.42
USD|MXN|2011-06-25|9.4124
USD|SAR|2011-06-25|3.7505
USD|VEB|2011-06-25|642.75
USD|ARS|2011-06-26|0.9996
USD|AUD|2011-06-26|1.5768
USD|BRL|2011-06-26|1.864
USD|CAD|2011-06-26|1.479
USD|CNY|2011-06-26|8.237
USD|DEM|2011-06-26|1.9301
USD|EUR|2011-06-26|0.9869
USD|FRF|2011-06-26|6.4734
USD|GBP|2011-06-26|0.6166
USD|JPY|2011-06-26|102.35
USD|MXN|2011-06-26|9.39
